nombre,precio,tabla,z_link
"Corsair VS1GB667D2 (1 x 1GB | DIMM DDR2-667),Kingston KVR533D2N5/512M (1 x 512MB | DIMM DDR2-533),Kingston KVR16N11S6/2 (1 x 2GB | DIMM DDR3-1600),ELPIDA D3LD2G16BK (1 x 2GB | DIMM DDR3-1600),Corsair CM3X2GSD1066 (1 x 2GB | SO-DIMM DDR3-1066),Crucial CT25664BF160B (1 x 2GB | SO-DIMM DDR3-1600),Corsair CMSO2GX3M1A1333C9 (1 x 2GB | SO-DIMM DDR3-1333),G.Skill (1 x 2GB | DIMM DDR2-800),Crucial CT25664BD160B (1 x 2GB | DIMM DDR3-1600),Team TED32G1333C901 (1 x 2GB | DIMM DDR3-1333),Corsair CMSO4GX3M1C1600C11 (1 x 4GB | SO-DIMM DDR3-1600),SuperTalent (1 x 512MB | DIMM DDR-400)","$ 9.490,$ 9.900,$ 10.336,$ 11.990,$ 11.990,$ 12.990,$ 12.990,$ 14.490,$ 14.592,$ 14.990,$ 15.990,$ 16.900","1 x 1GB,DDR2,667 MHz,DIMM,1.90 V,1 x 512MB,DDR2,533 MHz,DIMM,1.80 V,1 x 2GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 2GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 2GB,DDR3,1066 MHz,SO-DIMM,1.50 V,1 x 2GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 2GB,DDR3,1333 MHz,SO-DIMM,1.50 V,1 x 2GB,DDR2,800 MHz,DIMM,1.80 V,1 x 2GB,DDR3,1600 MHz,DIMM,1.35 V,1 x 2GB,DDR3,1333 MHz,DIMM,1.50 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 512MB,DDR,400 MHz,DIMM,2.50 V","https://www.solotodo.com/products/4425-corsair-vs1gb667d2-1-x-1gb-dimm-ddr2-667,https://www.solotodo.com/products/4314-kingston-kvr533d2n5512m-1-x-512mb-dimm-ddr2-533,https://www.solotodo.com/products/15313-kingston-kvr16n11s62-1-x-2gb-dimm-ddr3-1600,https://www.solotodo.com/products/75707-elpida-d3ld2g16bk-1-x-2gb-dimm-ddr3-1600,https://www.solotodo.com/products/5605-corsair-cm3x2gsd1066-1-x-2gb-so-dimm-ddr3-1066,https://www.solotodo.com/products/14933-crucial-ct25664bf160b-1-x-2gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/4421-corsair-cmso2gx3m1a1333c9-1-x-2gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/7419-gskill-1-x-2gb-dimm-ddr2-800,https://www.solotodo.com/products/28140-crucial-ct25664bd160b-1-x-2gb-dimm-ddr3-1600,https://www.solotodo.com/products/36149-team-ted32g1333c901-1-x-2gb-dimm-ddr3-1333,https://www.solotodo.com/products/31341-corsair-cmso4gx3m1c1600c11-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/4317-supertalent-1-x-512mb-dimm-ddr-400"
"Crucial CT4G4DFS8266 (1 x 4GB | DIMM DDR4-2666),A-DATA AD4U2666W4G19-S (1 x 4GB | DIMM DDR4-2666),Team TED32G1333C9-S01 (1 x 2GB | SO-DIMM DDR3-1333),Kingston KVR26N19S6/4 (1 x 4GB | DIMM DDR4-2666),Kingston KVR24N17S6/4 (1 x 4GB | DIMM DDR4-2400),SuperTalent (1 x 512MB | DIMM DDR-266),Kingston KVR16LN11/4 (1 x 4GB | DIMM DDR3-1600),Crucial CT4G4DFS824A (1 x 4GB | DIMM DDR4-2400),Kingston KCP3L16NS8/4 (1 x 4GB | DIMM DDR3-1600),Kingston KCP426NS6/4 (1 x 4GB | DIMM DDR4-2400),Corsair Vengeance CMSX4GX4M1A2400C16 (1 x 4GB | SO-DIMM DDR4-2400),A-DATA AD4S2400J4G17-S (1 x 4GB | SO-DIMM DDR4-2400)","$ 17.900,$ 17.900,$ 17.990,$ 18.700,$ 18.880,$ 18.900,$ 18.900,$ 18.900,$ 18.990,$ 19.980,$ 19.990,$ 19.990","1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 2GB,DDR3,1333 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 512MB,DDR,266 MHz,DIMM,2.50 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.35 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.35 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V","https://www.solotodo.com/products/52909-crucial-ct4g4dfs8266-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/67443-a-data-ad4u2666w4g19-s-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/36148-team-ted32g1333c9-s01-1-x-2gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/48625-kingston-kvr26n19s64-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/42101-kingston-kvr24n17s64-1-x-4gb-dimm-ddr4-2400,https://www.solotodo.com/products/4319-supertalent-1-x-512mb-dimm-ddr-266,https://www.solotodo.com/products/20266-kingston-kvr16ln114-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/34619-crucial-ct4g4dfs824a-1-x-4gb-dimm-ddr4-2400,https://www.solotodo.com/products/24617-kingston-kcp3l16ns84-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/48626-kingston-kcp426ns64-1-x-4gb-dimm-ddr4-2400,https://www.solotodo.com/products/49773-corsair-vengeance-cmsx4gx4m1a2400c16-1-x-4gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/40922-a-data-ad4s2400j4g17-s-1-x-4gb-so-dimm-ddr4-2400"
"Crucial CT51264BF160BJ (1 x 4GB | SO-DIMM DDR3-1600),Kingston KVR13N9S8/4 (1 x 4GB | DIMM DDR3-1333),G.Skill Ripjaws F4-2400C16S-4GRS (1 x 4GB | SO-DIMM DDR4-2400),Kingston KVR16N11S8/4 (1 x 4GB | DIMM DDR3-1600),Kingston KVR26S19S6/4 (1 x 4GB | SO-DIMM DDR4-2666),Crucial CT25664AA667 (1 x 2GB | DIMM DDR2-667),Crucial CT51264BA160B (1 x 4GB | DIMM DDR3-1600),Corsair Vengeance LPX CMK4GX4M1A2400C14 (1 x 4GB | DIMM DDR4-2400),Crucial CT25664AC667 (1 x 2GB | SO-DIMM DDR2-667),G.Skill (1 x 4GB | DIMM DDR3-1333),Crucial CT4G4SFS824A (1 x 4GB | SO-DIMM DDR4-2400),Kingston KCP424NS6/4 (1 x 4GB | DIMM DDR4-2400)","$ 20.064,$ 20.672,$ 20.980,$ 21.829,$ 21.900,$ 21.900,$ 21.900,$ 21.890,$ 21.990,$ 21.990,$ 21.990,$ 22.384","1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 4GB,DDR3,1333 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 2GB,DDR2,667 MHz,DIMM,1.80 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 2GB,DDR2,667 MHz,SO-DIMM,1.80 V,1 x 4GB,DDR3,1333 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V","https://www.solotodo.com/products/17165-crucial-ct51264bf160bj-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/8815-kingston-kvr13n9s84-1-x-4gb-dimm-ddr3-1333,https://www.solotodo.com/products/58291-gskill-ripjaws-f4-2400c16s-4grs-1-x-4gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/11450-kingston-kvr16n11s84-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/46567-kingston-kvr26s19s64-1-x-4gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/9413-crucial-ct25664aa667-1-x-2gb-dimm-ddr2-667,https://www.solotodo.com/products/14934-crucial-ct51264ba160b-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/39966-corsair-vengeance-lpx-cmk4gx4m1a2400c14-1-x-4gb-dimm-ddr4-2400,https://www.solotodo.com/products/9416-crucial-ct25664ac667-1-x-2gb-so-dimm-ddr2-667,https://www.solotodo.com/products/7413-gskill-1-x-4gb-dimm-ddr3-1333,https://www.solotodo.com/products/42289-crucial-ct4g4sfs824a-1-x-4gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/42105-kingston-kcp424ns64-1-x-4gb-dimm-ddr4-2400"
"Kingston KVR24S17S6/4 (1 x 4GB | SO-DIMM DDR4-2400),Kingston KCP316NS8/4 (1 x 4GB | DIMM DDR3-1600),Kingston KVR24S17S8/4 (1 x 4GB | SO-DIMM DDR4-2400),Crucial CT51264BF160B (1 x 4GB | SO-DIMM DDR3-1600),Team Elite TED34G1333C9-S01 (1 x 4GB | SO-DIMM DDR3-1333),G.Skill F3-10666CL9S-4GBSQ (1 x 4GB | SO-DIMM DDR3-1333),Kingston HyperX Fury Black HX426C15FB/4 (1 x 4GB | DIMM DDR4-2666),Crucial Ballistix Sport LT BLS4G4D26BFSB (1 x 4GB | DIMM DDR4-2666),Kingston HyperX Fury Black HX426C16FB3/4 (1 x 4GB | DIMM DDR4-2666),Crucial CT51264BD160B (1 x 4GB | DIMM DDR3-1600),Kingston KVR16LS11/4 (1 x 4GB | SO-DIMM DDR3-1600),Kingston HyperX Fury Black HX424C15FB3/4 (1 x 4GB | DIMM DDR4-2400)","$ 22.490,$ 22.828,$ 22.900,$ 22.900,$ 22.990,$ 22.990,$ 22.990,$ 22.990,$ 23.523,$ 23.590,$ 23.990,$ 23.990","1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 4GB,DDR3,1333 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR3,1333 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.35 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V","https://www.solotodo.com/products/42290-kingston-kvr24s17s64-1-x-4gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/25260-kingston-kcp316ns84-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/37321-kingston-kvr24s17s84-1-x-4gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/9412-crucial-ct51264bf160b-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/64124-team-elite-ted34g1333c9-s01-1-x-4gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/6860-gskill-f3-10666cl9s-4gbsq-1-x-4gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/25980-kingston-hyperx-fury-black-hx426c15fb4-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/53858-crucial-ballistix-sport-lt-bls4g4d26bfsb-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/67123-kingston-hyperx-fury-black-hx426c16fb34-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/27090-crucial-ct51264bd160b-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/14129-kingston-kvr16ls114-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/71628-kingston-hyperx-fury-black-hx424c15fb34-1-x-4gb-dimm-ddr4-2400"
"Kingston KCP3L16SS8/4 (1 x 4GB | SO-DIMM DDR3-1600),G.Skill F3-12800CL9S-4GBSK (1 x 4GB | SO-DIMM DDR3-1600),Kingston HyperX Fury Black HX430C15FB3/4 (1 x 4GB | DIMM DDR4-3000),Corsair CMSO4GX3M1A1333C9 (1 x 4GB | SO-DIMM DDR3-1333),Kingston KCP316SS8/4 (1 x 4GB | SO-DIMM DDR3-1600),Kingston HyperX Fury Black HX432C16FB3/4 (1 x 4GB | DIMM DDR4-3200),Kingston KCP313NS8/4 (1 x 4GB | DIMM DDR3-1333),Crucial Ballistix Sport LT BLS4G4D240FSE (1 x 4GB | DIMM DDR4-2400),SuperTalent (1 x 1GB | DIMM DDR-266),Team Elite TED44G2666C1901 (1 x 4GB | DIMM DDR4-2666),ELPIDA D3LD4G16BK (1 x 4GB | DIMM DDR3-1600),Kingston HyperX Fury Black HX424C15FB/4 (1 x 4GB | DIMM DDR4-2400)","$ 23.970,$ 23.990,$ 24.928,$ 24.990,$ 25.536,$ 25.536,$ 25.764,$ 25.900,$ 26.900,$ 26.990,$ 26.990,$ 26.990","1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR4,3000 MHz,DIMM,1.35 V,1 x 4GB,DDR3,1333 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.50 V,1 x 4GB,DDR4,3200 MHz,DIMM,1.35 V,1 x 4GB,DDR3,1333 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 1GB,DDR,266 MHz,DIMM,2.50 V,1 x 4GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 4GB,DDR4,2400 MHz,DIMM,1.20 V","https://www.solotodo.com/products/24621-kingston-kcp3l16ss84-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/6861-gskill-f3-12800cl9s-4gbsk-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/70609-kingston-hyperx-fury-black-hx430c15fb34-1-x-4gb-dimm-ddr4-3000,https://www.solotodo.com/products/4000-corsair-cmso4gx3m1a1333c9-1-x-4gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/25420-kingston-kcp316ss84-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/67117-kingston-hyperx-fury-black-hx432c16fb34-1-x-4gb-dimm-ddr4-3200,https://www.solotodo.com/products/25981-kingston-kcp313ns84-1-x-4gb-dimm-ddr3-1333,https://www.solotodo.com/products/26208-crucial-ballistix-sport-lt-bls4g4d240fse-1-x-4gb-dimm-ddr4-2400,https://www.solotodo.com/products/4330-supertalent-1-x-1gb-dimm-ddr-266,https://www.solotodo.com/products/70051-team-elite-ted44g2666c1901-1-x-4gb-dimm-ddr4-2666,https://www.solotodo.com/products/70551-elpida-d3ld4g16bk-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/23313-kingston-hyperx-fury-black-hx424c15fb4-1-x-4gb-dimm-ddr4-2400"
"Corsair CMV4GX3M1A1600C11 (1 x 4GB | DIMM DDR3-1600),Crucial CT8G4SFS824A (1 x 8GB | SO-DIMM DDR4-2400),Crucial CT8G4SFS8266 (1 x 8GB | SO-DIMM DDR4-2666),Crucial CT4G3S160BM (1 x 4GB | SO-DIMM DDR3-1600),Patriot Signature Line PSD48G266681 (1 x 8GB | DIMM DDR4-2666),Genérica MAC (2 x 2GB | SO-DIMM DDR2-800),Crucial CT4G3S1339M (1 x 4GB | SO-DIMM DDR3-1333),Team Elite TED34G1600C1101 (1 x 4GB | DIMM DDR3-1600),A-DATA AD4U266638G19-S (1 x 8GB | DIMM DDR4-2666),Crucial MAC CT8G4S266M (1 x 8GB | SO-DIMM DDR4-2666),Crucial CT2G3S1339M (1 x 2GB | SO-DIMM DDR3-1333),Kingston KVR400X64SC3A/1G (1 x 1GB | SO-DIMM DDR-400)","$ 27.968,$ 29.900,$ 29.900,$ 30.890,$ 30.900,$ 32.480,$ 32.832,$ 32.990,$ 32.990,$ 33.290,$ 33.730,$ 33.900","1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 4GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,2 x 2GB,DDR2,800 MHz,SO-DIMM,1.80 V,1 x 4GB,DDR3,1333 MHz,SO-DIMM,1.35 V,1 x 4GB,DDR3,1600 MHz,DIMM,1.50 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 2GB,DDR3,1333 MHz,SO-DIMM,1.35 V,1 x 1GB,DDR,400 MHz,SO-DIMM,2.60 V","https://www.solotodo.com/products/27706-corsair-cmv4gx3m1a1600c11-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/33275-crucial-ct8g4sfs824a-1-x-8gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/51673-crucial-ct8g4sfs8266-1-x-8gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/30202-crucial-ct4g3s160bm-1-x-4gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/65647-patriot-signature-line-psd48g266681-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/71120-generica-mac-2-x-2gb-so-dimm-ddr2-800,https://www.solotodo.com/products/34437-crucial-ct4g3s1339m-1-x-4gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/56634-team-elite-ted34g1600c1101-1-x-4gb-dimm-ddr3-1600,https://www.solotodo.com/products/57862-a-data-ad4u266638g19-s-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/63362-crucial-mac-ct8g4s266m-1-x-8gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/48229-crucial-ct2g3s1339m-1-x-2gb-so-dimm-ddr3-1333,https://www.solotodo.com/products/4001-kingston-kvr400x64sc3a1g-1-x-1gb-so-dimm-ddr-400"
"A-DATA AD4S240038G17-S (1 x 8GB | SO-DIMM DDR4-2400),Corsair Vengeance CMSX8GX4M1A2400C16 (1 x 8GB | SO-DIMM DDR4-2400),Patriot Signature Line PSD48G240081S (1 x 8GB | SO-DIMM DDR4-2400),A-DATA AD4S266638G19-S (1 x 8GB | SO-DIMM DDR4-2666),Crucial CT8G4DFS8266 (1 x 8GB | DIMM DDR4-2666),Crucial CT8G4DFD824A (1 x 8GB | DIMM DDR4-2400),Kingston D1G64KL110 (1 x 8GB | DIMM DDR3-1600),Crucial Ballistix Sport LT BLS8G4S26BFSDK (1 x 8GB | SO-DIMM DDR4-2666),Kingston KCP424SS8/8 (1 x 8GB | SO-DIMM DDR4-2400),Team T-Force Vulcan Z TLZGD48G2666HC18H01 (1 x 8GB | DIMM DDR4-2666),Kingston KCP426NS8/8 (1 x 8GB | DIMM DDR4-2666),Crucial CT102464BA160B (1 x 8GB | DIMM DDR3-1600)","$ 33.990,$ 34.048,$ 33.900,$ 34.990,$ 35.872,$ 34.900,$ 35.872,$ 35.990,$ 36.590,$ 36.813,$ 36.900,$ 36.900","1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 8GB,DDR3,1600 MHz,DIMM,1.35 V,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR3,1600 MHz,DIMM,1.50 V","https://www.solotodo.com/products/40037-a-data-ad4s240038g17-s-1-x-8gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/49774-corsair-vengeance-cmsx8gx4m1a2400c16-1-x-8gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/65648-patriot-signature-line-psd48g240081s-1-x-8gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/57863-a-data-ad4s266638g19-s-1-x-8gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/51000-crucial-ct8g4dfs8266-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/34620-crucial-ct8g4dfd824a-1-x-8gb-dimm-ddr4-2400,https://www.solotodo.com/products/21995-kingston-d1g64kl110-1-x-8gb-dimm-ddr3-1600,https://www.solotodo.com/products/55481-crucial-ballistix-sport-lt-bls8g4s26bfsdk-1-x-8gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/38154-kingston-kcp424ss88-1-x-8gb-so-dimm-ddr4-2400,https://www.solotodo.com/products/75909-team-t-force-vulcan-z-tlzgd48g2666hc18h01-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/50838-kingston-kcp426ns88-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/15531-crucial-ct102464ba160b-1-x-8gb-dimm-ddr3-1600"
"Crucial Ballistix Sport LT BLS8G4D26BFSBK (1 x 8GB | DIMM DDR4-2666),Team T-Force Vulcan Z TLZRD48G2666HC18H01 (1 x 8GB | DIMM DDR4-2666),Kingston KVR26S19S8/8 (1 x 8GB | SO-DIMM DDR4-2666),Crucial CT102464BF160B (1 x 8GB | SO-DIMM DDR3-1600),Kingston KCP424NS8/8 (1 x 8GB | DIMM DDR4-2400),Kingston KVR1333D3N9/8G (1 x 8GB | DIMM DDR3-1333),Crucial CT8G4DFS824A (1 x 8GB | DIMM DDR4-2400),Kingston KVR24N17S8/8 (1 x 8GB | DIMM DDR4-2400),Crucial Ballistix Sport LT BLS8G4D26BFSEK (1 x 8GB | DIMM DDR4-2666),Corsair CMV8GX4M1A2400C16 (1 x 8GB | DIMM DDR4-2400),Kingston KVR16LN11/8 (1 x 8GB | DIMM DDR3-1600),Crucial MAC (2 x 2GB | SO-DIMM DDR2-667)","$ 36.900,$ 36.936,$ 37.088,$ 38.304,$ 38.900,$ 38.900,$ 38.990,$ 37.900,$ 37.900,$ 39.005,$ 38.912,$ 39.088","1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,1 x 8GB,DDR3,1600 MHz,SO-DIMM,1.35 V,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 8GB,DDR3,1333 MHz,DIMM,1.50 V,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,1 x 8GB,DDR3,1600 MHz,DIMM,1.35 V,2 x 2GB,DDR2,667 MHz,SO-DIMM,1.80 V","https://www.solotodo.com/products/53493-crucial-ballistix-sport-lt-bls8g4d26bfsbk-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/75904-team-t-force-vulcan-z-tlzrd48g2666hc18h01-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/46568-kingston-kvr26s19s88-1-x-8gb-so-dimm-ddr4-2666,https://www.solotodo.com/products/10399-crucial-ct102464bf160b-1-x-8gb-so-dimm-ddr3-1600,https://www.solotodo.com/products/40039-kingston-kcp424ns88-1-x-8gb-dimm-ddr4-2400,https://www.solotodo.com/products/6776-kingston-kvr1333d3n98g-1-x-8gb-dimm-ddr3-1333,https://www.solotodo.com/products/43017-crucial-ct8g4dfs824a-1-x-8gb-dimm-ddr4-2400,https://www.solotodo.com/products/27443-kingston-kvr24n17s88-1-x-8gb-dimm-ddr4-2400,https://www.solotodo.com/products/51644-crucial-ballistix-sport-lt-bls8g4d26bfsek-1-x-8gb-dimm-ddr4-2666,https://www.solotodo.com/products/39964-corsair-cmv8gx4m1a2400c16-1-x-8gb-dimm-ddr4-2400,https://www.solotodo.com/products/20265-kingston-kvr16ln118-1-x-8gb-dimm-ddr3-1600,https://www.solotodo.com/products/62033-crucial-mac-2-x-2gb-so-dimm-ddr2-667"
